text,cleaning,case_folding,tokenizing,normalisasi,label
Dingin tapi tidak kejam 🥶,Dingin tapi tidak kejam,dingin tapi tidak kejam,"['dingin', 'tapi', 'tidak', 'kejam']","['dingin', 'tapi', 'tidak', 'kejam']",Non-Toxic
Apa hubungannya sama hertod bg?,Apa hubungannya sama hertod bg,apa hubungannya sama hertod bg,"['apa', 'hubungannya', 'sama', 'hertod', 'bg']","['apa', 'hubungannya', 'sama', 'hertod', 'bg']",Non-Toxic
​​ @ELKAWIN-y8z dia skrg jadi analis di btr,yz dia skrg jadi analis di btr,yz dia skrg jadi analis di btr,"['yz', 'dia', 'skrg', 'jadi', 'analis', 'di', 'btr']","['yz', 'dia', 'skrg', 'jadi', 'analis', 'di', 'btr']",Non-Toxic
"​ @ELKAWIN-y8z hertod analis btr di season ini bro, jdinya hertod effect",yz hertod analis btr di season ini bro jdinya hertod effect,yz hertod analis btr di season ini bro jdinya hertod effect,"['yz', 'hertod', 'analis', 'btr', 'di', 'season', 'ini', 'bro', 'jdinya', 'hertod', 'effect']","['yz', 'hertod', 'analis', 'btr', 'di', 'season', 'ini', 'bro', 'jdinya', 'hertod', 'effect']",Non-Toxic
​ @ELKAWIN-y8z baru tau?,yz baru tau,yz baru tau,"['yz', 'baru', 'tau']","['yz', 'baru', 'tau']",Non-Toxic
gila hertod,gila hertod,gila hertod,"['gila', 'hertod']","['gila', 'hertod']",Non-Toxic
"Biasa aja baru piala MPL udah kayak m series aja, jangan berlebihan",Biasa aja baru piala MPL udah kayak m series aja jangan berlebihan,biasa aja baru piala mpl udah kayak m series aja jangan berlebihan,"['biasa', 'aja', 'baru', 'piala', 'mpl', 'udah', 'kayak', 'm', 'series', 'aja', 'jangan', 'berlebihan']","['biasa', 'saja', 'baru', 'piala', 'mpl', 'udah', 'kayak', 'm', 'series', 'saja', 'jangan', 'berlebihan']",Non-Toxic
​@tzyzoro3010emang lau punya?,lau punya,lau punya,"['lau', 'punya']","['lau', 'punya']",Non-Toxic
​@tzyzoro3010padahal dia cuma bilang kejeniusan hertod kok jadi elu yang panas sonic???😂😂😂,dia cuma bilang kejeniusan hertod kok jadi elu yang panas sonic,dia cuma bilang kejeniusan hertod kok jadi elu yang panas sonic,"['dia', 'cuma', 'bilang', 'kejeniusan', 'hertod', 'kok', 'jadi', 'elu', 'yang', 'panas', 'sonic']","['dia', 'cuma', 'bilang', 'kejeniusan', 'hertod', 'kok', 'jadi', 'elu', 'yang', 'panas', 'sonic']",Non-Toxic
"​@tzyzoro3010 barisan sakit hati, inisial tim yg ngga memanusiakan manusia",barisan sakit hati inisial tim yg ngga memanusiakan manusia,barisan sakit hati inisial tim yg ngga memanusiakan manusia,"['barisan', 'sakit', 'hati', 'inisial', 'tim', 'yg', 'ngga', 'memanusiakan', 'manusia']","['barisan', 'sakit', 'hati', 'inisial', 'tim', 'yang', 'tidak', 'memanusiakan', 'manusia']",Non-Toxic
jantung onic kiboy sama sanz kena culik trus selesai bang😅,jantung onic kiboy sama sanz kena culik trus selesai bang,jantung onic kiboy sama sanz kena culik trus selesai bang,"['jantung', 'onic', 'kiboy', 'sama', 'sanz', 'kena', 'culik', 'trus', 'selesai', 'bang']","['jantung', 'onic', 'kiboy', 'sama', 'sanz', 'kena', 'culik', 'trus', 'selesai', 'bang']",Non-Toxic
Baru sekali juara kayak juara msc wok😂 noh liat season 18 ntar onic juara lagi diam lu pada,Baru sekali juara kayak juara msc wok noh liat season ntar onic juara lagi diam lu pada,baru sekali juara kayak juara msc wok noh liat season ntar onic juara lagi diam lu pada,"['baru', 'sekali', 'juara', 'kayak', 'juara', 'msc', 'wok', 'noh', 'liat', 'season', 'ntar', 'onic', 'juara', 'lagi', 'diam', 'lu', 'pada']","['baru', 'sekali', 'juara', 'kayak', 'juara', 'msc', 'wok', 'noh', 'liat', 'season', 'ntar', 'onic', 'juara', 'lagi', 'diam', 'lu', 'pada']",Non-Toxic
"​@BoyHandoko-t8o juara modal monopoli pemain ae bangga bener wkw, coba nnael dilepas dari awal dia naik, dijual ye bukan LOAN
beli pemain potensial buat dimatiin karirnya doang, kok elu bisa bangga jadi fans nya? aneh, tim yg ngga memanusiakan manusia malah dibelain wok",to juara modal monopoli pemain ae bangga bener wkw coba nnael dilepas dari awal dia naik dijual ye bukan LOAN beli pemain potensial buat dimatiin karirnya doang kok elu bisa bangga jadi fans nya aneh tim yg ngga memanusiakan manusia malah dibelain wok,to juara modal monopoli pemain ae bangga bener wkw coba nnael dilepas dari awal dia naik dijual ye bukan loan beli pemain potensial buat dimatiin karirnya doang kok elu bisa bangga jadi fans nya aneh tim yg ngga memanusiakan manusia malah dibelain wok,"['to', 'juara', 'modal', 'monopoli', 'pemain', 'ae', 'bangga', 'bener', 'wkw', 'coba', 'nnael', 'dilepas', 'dari', 'awal', 'dia', 'naik', 'dijual', 'ye', 'bukan', 'loan', 'beli', 'pemain', 'potensial', 'buat', 'dimatiin', 'karirnya', 'doang', 'kok', 'elu', 'bisa', 'bangga', 'jadi', 'fans', 'nya', 'aneh', 'tim', 'yg', 'ngga', 'memanusiakan', 'manusia', 'malah', 'dibelain', 'wok']","['to', 'juara', 'modal', 'monopoli', 'pemain', 'ae', 'bangga', 'bener', 'wkw', 'coba', 'nnael', 'dilepas', 'dari', 'awal', 'dia', 'naik', 'dijual', 'ye', 'bukan', 'loan', 'beli', 'pemain', 'potensial', 'buat', 'dimatiin', 'karirnya', 'doang', 'kok', 'elu', 'bisa', 'bangga', 'jadi', 'fans', 'nya', 'aneh', 'tim', 'yang', 'tidak', 'memanusiakan', 'manusia', 'malah', 'dibelain', 'wok']",Non-Toxic
Yakin onic juara lgi oh sonic?😂😂​@BoyHandoko-t8o,Yakin onic juara lgi oh sonicto,yakin onic juara lgi oh sonicto,"['yakin', 'onic', 'juara', 'lgi', 'oh', 'sonicto']","['yakin', 'onic', 'juara', 'lgi', 'oh', 'sonicto']",Non-Toxic
Lah bliau putus kh sama kak karura?,Lah bliau putus kh sama kak karura,lah bliau putus kh sama kak karura,"['lah', 'bliau', 'putus', 'kh', 'sama', 'kak', 'karura']","['lah', 'bliau', 'putus', 'kh', 'sama', 'kak', 'karura']",Non-Toxic
100% winrate obby,winrate obby,winrate obby,"['winrate', 'obby']","['winrate', 'obby']",Non-Toxic
Asli,Asli,asli,['asli'],['asli'],Non-Toxic
Kata fans onic kamren klau final si robby di ajak nanti juga kalah,Kata fans onic kamren klau final si robby di ajak nanti juga kalah,kata fans onic kamren klau final si robby di ajak nanti juga kalah,"['kata', 'fans', 'onic', 'kamren', 'klau', 'final', 'si', 'robby', 'di', 'ajak', 'nanti', 'juga', 'kalah']","['kata', 'fans', 'onic', 'kamren', 'klau', 'final', 'si', 'robby', 'di', 'ajak', 'nanti', 'juga', 'kalah']",Non-Toxic
Roby harus di bawa ke paris sih😂,Roby harus di bawa ke paris sih,roby harus di bawa ke paris sih,"['roby', 'harus', 'di', 'bawa', 'ke', 'paris', 'sih']","['roby', 'harus', 'di', 'bawa', 'ke', 'paris', 'sih']",Non-Toxic
Nice ewc goooo,Nice ewc goooo,nice ewc goooo,"['nice', 'ewc', 'goooo']","['nice', 'ewc', 'goooo']",Non-Toxic
juara juga KINGFINIX BUKAN RAJA GALAXY buat apa ?,juara juga KINGFINIX BUKAN RAJA GALAXY buat apa,juara juga kingfinix bukan raja galaxy buat apa,"['juara', 'juga', 'kingfinix', 'bukan', 'raja', 'galaxy', 'buat', 'apa']","['juara', 'juga', 'kingfinix', 'bukan', 'raja', 'galaxy', 'buat', 'apa']",Non-Toxic
"​ @boncuchanell804 respect bro iri aja lu isi otak lu , dsini ga ada yg hujat harus saling dukung mau juara nya siapa pun ,noraa komen lu",respect bro iri aja lu isi otak lu dsini ga ada yg hujat harus saling dukung mau juara nya siapa pun noraa komen lu,respect bro iri aja lu isi otak lu dsini ga ada yg hujat harus saling dukung mau juara nya siapa pun noraa komen lu,"['respect', 'bro', 'iri', 'aja', 'lu', 'isi', 'otak', 'lu', 'dsini', 'ga', 'ada', 'yg', 'hujat', 'harus', 'saling', 'dukung', 'mau', 'juara', 'nya', 'siapa', 'pun', 'noraa', 'komen', 'lu']","['respect', 'bro', 'iri', 'saja', 'lu', 'isi', 'otak', 'lu', 'dsini', 'tidak', 'ada', 'yang', 'hujat', 'harus', 'saling', 'dukung', 'mau', 'juara', 'nya', 'siapa', 'pun', 'noraa', 'komen', 'lu']",Non-Toxic
​ @boncuchanell804  0/10 ragebait,ragebait,ragebait,['ragebait'],['ragebait'],Non-Toxic
Baru juara ya btr wkwkwkw,Baru juara ya btr wkwkwkw,baru juara ya btr wkwkwkw,"['baru', 'juara', 'ya', 'btr', 'wkwkwkw']","['baru', 'juara', 'ya', 'btr', 'wkwkwkw']",Non-Toxic
​ @MochrisalhamdaniPepew apaan si biarin lah juara kok itu si lu bocil😂,apaan si biarin lah juara kok itu si lu bocil,apaan si biarin lah juara kok itu si lu bocil,"['apaan', 'si', 'biarin', 'lah', 'juara', 'kok', 'itu', 'si', 'lu', 'bocil']","['apaan', 'si', 'biarin', 'lah', 'juara', 'kok', 'itu', 'si', 'lu', 'bocil']",Non-Toxic
​ @MochrisalhamdaniPepew  terus kalo baru juara kenapa? onic baru juara mpl di season 3 gak lu hujat tuh? oh iya lu belum lahir😂,terus kalo baru juara kenapa onic baru juara mpl di season gak lu hujat tuh oh iya lu belum lahir,terus kalo baru juara kenapa onic baru juara mpl di season gak lu hujat tuh oh iya lu belum lahir,"['terus', 'kalo', 'baru', 'juara', 'kenapa', 'onic', 'baru', 'juara', 'mpl', 'di', 'season', 'gak', 'lu', 'hujat', 'tuh', 'oh', 'iya', 'lu', 'belum', 'lahir']","['terus', 'kalau', 'baru', 'juara', 'kenapa', 'onic', 'baru', 'juara', 'mpl', 'di', 'season', 'tidak', 'lu', 'hujat', 'tuh', 'oh', 'iya', 'lu', 'belum', 'lahir']",Non-Toxic
"Gw bukan fans btr, tapi gw nangis. Mungkin karena gw udah familiar sama playernya dan perjuangannya kali ya? Kayak nnael, eman, moreno sama si hertod",Gw bukan fans btr tapi gw nangis Mungkin karena gw udah familiar sama playernya dan perjuangannya kali ya Kayak nnael eman moreno sama si hertod,gw bukan fans btr tapi gw nangis mungkin karena gw udah familiar sama playernya dan perjuangannya kali ya kayak nnael eman moreno sama si hertod,"['gw', 'bukan', 'fans', 'btr', 'tapi', 'gw', 'nangis', 'mungkin', 'karena', 'gw', 'udah', 'familiar', 'sama', 'playernya', 'dan', 'perjuangannya', 'kali', 'ya', 'kayak', 'nnael', 'eman', 'moreno', 'sama', 'si', 'hertod']","['gue', 'bukan', 'fans', 'btr', 'tapi', 'gue', 'nangis', 'mungkin', 'karena', 'gue', 'udah', 'familiar', 'sama', 'playernya', 'dan', 'perjuangannya', 'kali', 'ya', 'kayak', 'nnael', 'eman', 'moreno', 'sama', 'si', 'hertod']",Non-Toxic
buset banget ini Nnael emang penjoki MPL njier,buset banget ini Nnael emang penjoki MPL njier,buset banget ini nnael emang penjoki mpl njier,"['buset', 'banget', 'ini', 'nnael', 'emang', 'penjoki', 'mpl', 'njier']","['buset', 'banget', 'ini', 'nnael', 'emang', 'penjoki', 'mpl', 'njier']",Non-Toxic
BTR akhirnya nemuin tombol off pasif play offnya😂😂,BTR akhirnya nemuin tombol off pasif play offnya,btr akhirnya nemuin tombol off pasif play offnya,"['btr', 'akhirnya', 'nemuin', 'tombol', 'off', 'pasif', 'play', 'offnya']","['btr', 'akhirnya', 'nemuin', 'tombol', 'off', 'pasif', 'play', 'offnya']",Non-Toxic
kelra part2 nya super toy kah? takut ngedamage amat,kelra part nya super toy kah takut ngedamage amat,kelra part nya super toy kah takut ngedamage amat,"['kelra', 'part', 'nya', 'super', 'toy', 'kah', 'takut', 'ngedamage', 'amat']","['kelra', 'part', 'nya', 'super', 'toy', 'kah', 'takut', 'ngedamage', 'amat']",Non-Toxic
"Berasa ngeliat gp TLPH jierrr komitnya gila, mekanik gila, disiplin juga dapet perfect banget gp BTR todayy🔥",Berasa ngeliat gp TLPH jierrr komitnya gila mekanik gila disiplin juga dapet perfect banget gp BTR todayy,berasa ngeliat gp tlph jierrr komitnya gila mekanik gila disiplin juga dapet perfect banget gp btr todayy,"['berasa', 'ngeliat', 'gp', 'tlph', 'jierrr', 'komitnya', 'gila', 'mekanik', 'gila', 'disiplin', 'juga', 'dapet', 'perfect', 'banget', 'gp', 'btr', 'todayy']","['berasa', 'ngeliat', 'gp', 'tlph', 'jierrr', 'komitnya', 'gila', 'mekanik', 'gila', 'disiplin', 'juga', 'dapet', 'perfect', 'banget', 'gp', 'btr', 'todayy']",Non-Toxic
Gelo hertod mode grand final,Gelo hertod mode grand final,gelo hertod mode grand final,"['gelo', 'hertod', 'mode', 'grand', 'final']","['gelo', 'hertod', 'mode', 'grand', 'final']",Non-Toxic
Gila BTR semua divisi game nya masuk EWC  semua dan juara lagi,Gila BTR semua divisi game nya masuk EWC semua dan juara lagi,gila btr semua divisi game nya masuk ewc semua dan juara lagi,"['gila', 'btr', 'semua', 'divisi', 'game', 'nya', 'masuk', 'ewc', 'semua', 'dan', 'juara', 'lagi']","['gila', 'btr', 'semua', 'divisi', 'game', 'nya', 'masuk', 'ewc', 'semua', 'dan', 'juara', 'lagi']",Non-Toxic
Prince Skylar > Gold standar motor kegendong kingkong,Prince Skylar Gold standar motor kegendong kingkong,prince skylar gold standar motor kegendong kingkong,"['prince', 'skylar', 'gold', 'standar', 'motor', 'kegendong', 'kingkong']","['prince', 'skylar', 'gold', 'standar', 'motor', 'kegendong', 'kingkong']",Non-Toxic
"Gg jir, dulu 5 tahun cuma ngebadut di play off sekarang bisa pecahin liga tani onic",Gg jir dulu tahun cuma ngebadut di play off sekarang bisa pecahin liga tani onic,gg jir dulu tahun cuma ngebadut di play off sekarang bisa pecahin liga tani onic,"['gg', 'jir', 'dulu', 'tahun', 'cuma', 'ngebadut', 'di', 'play', 'off', 'sekarang', 'bisa', 'pecahin', 'liga', 'tani', 'onic']","['gg', 'jir', 'dulu', 'tahun', 'cuma', 'ngebadut', 'di', 'play', 'off', 'sekarang', 'bisa', 'pecahin', 'liga', 'tani', 'onic']",Non-Toxic
Gg bangt cokk gelooo btr kalo udh bawa jimat gaada lawan🎉🎉😜😜,Gg bangt cokk gelooo btr kalo udh bawa jimat gaada lawan,gg bangt cokk gelooo btr kalo udh bawa jimat gaada lawan,"['gg', 'bangt', 'cokk', 'gelooo', 'btr', 'kalo', 'udh', 'bawa', 'jimat', 'gaada', 'lawan']","['gg', 'bangt', 'cokk', 'gelooo', 'btr', 'kalau', 'sudah', 'bawa', 'jimat', 'gaada', 'lawan']",Non-Toxic
"keren ni btr maenya, chemistry nya mantep bgt. 
tau mereka cara jatohin carry onic khususnya sanz. 
di game ini jga chemistry sanz sama kelra lumayan di bikin ancur sama scorpio, finn di eksekusi sama morenoo, keren ini btr semoga bsa bawa piala ewc atau m series nnti. 
congrats",keren ni btr maenya chemistry nya mantep bgt tau mereka cara jatohin carry onic khususnya sanz di game ini jga chemistry sanz sama kelra lumayan di bikin ancur sama scorpio finn di eksekusi sama morenoo keren ini btr semoga bsa bawa piala ewc atau m series nnti congrats,keren ni btr maenya chemistry nya mantep bgt tau mereka cara jatohin carry onic khususnya sanz di game ini jga chemistry sanz sama kelra lumayan di bikin ancur sama scorpio finn di eksekusi sama morenoo keren ini btr semoga bsa bawa piala ewc atau m series nnti congrats,"['keren', 'ni', 'btr', 'maenya', 'chemistry', 'nya', 'mantep', 'bgt', 'tau', 'mereka', 'cara', 'jatohin', 'carry', 'onic', 'khususnya', 'sanz', 'di', 'game', 'ini', 'jga', 'chemistry', 'sanz', 'sama', 'kelra', 'lumayan', 'di', 'bikin', 'ancur', 'sama', 'scorpio', 'finn', 'di', 'eksekusi', 'sama', 'morenoo', 'keren', 'ini', 'btr', 'semoga', 'bsa', 'bawa', 'piala', 'ewc', 'atau', 'm', 'series', 'nnti', 'congrats']","['keren', 'ni', 'btr', 'maenya', 'chemistry', 'nya', 'mantap', 'banget', 'tau', 'mereka', 'cara', 'jatohin', 'carry', 'onic', 'khususnya', 'sanz', 'di', 'game', 'ini', 'jga', 'chemistry', 'sanz', 'sama', 'kelra', 'lumayan', 'di', 'bikin', 'ancur', 'sama', 'scorpio', 'finn', 'di', 'eksekusi', 'sama', 'morenoo', 'keren', 'ini', 'btr', 'semoga', 'bsa', 'bawa', 'piala', 'ewc', 'atau', 'm', 'series', 'nnti', 'congrats']",Non-Toxic
1 point ngehormatin onic,point ngehormatin onic,point ngehormatin onic,"['point', 'ngehormatin', 'onic']","['point', 'ngehormatin', 'onic']",Non-Toxic
Semoga kedua team perwakilan Indonesia berjaya di MSC France minimal salah satu team Indonesia menjadi Runer Up/Juara di MSC maximal kedua team Indonesia masuk ke Grandfinal MSC 😊,Semoga kedua team perwakilan Indonesia berjaya di MSC France minimal salah satu team Indonesia menjadi Runer UpJuara di MSC maximal kedua team Indonesia masuk ke Grandfinal MSC,semoga kedua team perwakilan indonesia berjaya di msc france minimal salah satu team indonesia menjadi runer upjuara di msc maximal kedua team indonesia masuk ke grandfinal msc,"['semoga', 'kedua', 'team', 'perwakilan', 'indonesia', 'berjaya', 'di', 'msc', 'france', 'minimal', 'salah', 'satu', 'team', 'indonesia', 'menjadi', 'runer', 'upjuara', 'di', 'msc', 'maximal', 'kedua', 'team', 'indonesia', 'masuk', 'ke', 'grandfinal', 'msc']","['semoga', 'kedua', 'team', 'perwakilan', 'indonesia', 'berjaya', 'di', 'msc', 'france', 'minimal', 'salah', 'satu', 'team', 'indonesia', 'menjadi', 'runer', 'upjuara', 'di', 'msc', 'maximal', 'kedua', 'team', 'indonesia', 'masuk', 'ke', 'grandfinal', 'msc']",Non-Toxic
"Lah iya lagi BTR Semua di borong MLBB, MDL BTR, MPL BTR, Ledies BTR juga 😂😂",Lah iya lagi BTR Semua di borong MLBB MDL BTR MPL BTR Ledies BTR juga,lah iya lagi btr semua di borong mlbb mdl btr mpl btr ledies btr juga,"['lah', 'iya', 'lagi', 'btr', 'semua', 'di', 'borong', 'mlbb', 'mdl', 'btr', 'mpl', 'btr', 'ledies', 'btr', 'juga']","['lah', 'iya', 'lagi', 'btr', 'semua', 'di', 'borong', 'mlbb', 'mdl', 'btr', 'mpl', 'btr', 'ledies', 'btr', 'juga']",Non-Toxic
"1. Drafting & Match
Pertandingan ini menyajikan pertarungan sengit dengan strategi mendalam dari kedua tim:
Game 1: (1:53:15 - 2:13:14)
Game 2: (2:21:45 - 3:03:33)
Game 3: (3:25:32 - 3:57:07)
Game 4: (4:06:54 - 4:56:10)
Game 5: (5:06:35 - 5:21:13)

2. Interview & Segmen Pendukung
Di sela-sela pertandingan, terdapat analisis panelis dan segmen hiburan:
Analisis Panelis/Pre-match: (1:00:22 - 1:19:25)
Interview/Fun Match (Carry 1v1): (3:03:50 - 3:19:39)
Analisis & Evaluasi Tengah Match: (3:57:07 - 4:06:54)
Segmen Komunitas: (4:50:34 - 4:56:10)

3. Penyerahan Medali Kemenangan
Setelah Bigetron Vitality mengamankan gelar juara sebagai King Phoenix, dilakukan upacara penyerahan trofi dan penghargaan:
Momen Kemenangan & Selebrasi: (5:21:13 - 5:26:48)
Penyerahan Medali, Cincin, & Tropi: (5:26:48 - 5:30:45)
Penganugerahan Final MVP: (5:31:51 - 5:32:19)",Drafting Match Pertandingan ini menyajikan pertarungan sengit dengan strategi mendalam dari kedua tim Game Game Game Game Game Interview Segmen Pendukung Di selasela pertandingan terdapat analisis panelis dan segmen hiburan Analisis PanelisPrematch InterviewFun Match Carry v Analisis Evaluasi Tengah Match Segmen Komunitas Penyerahan Medali Kemenangan Setelah Bigetron Vitality mengamankan gelar juara sebagai King Phoenix dilakukan upacara penyerahan trofi dan penghargaan Momen Kemenangan Selebrasi Penyerahan Medali Cincin Tropi Penganugerahan Final MVP,drafting match pertandingan ini menyajikan pertarungan sengit dengan strategi mendalam dari kedua tim game game game game game interview segmen pendukung di selasela pertandingan terdapat analisis panelis dan segmen hiburan analisis panelisprematch interviewfun match carry v analisis evaluasi tengah match segmen komunitas penyerahan medali kemenangan setelah bigetron vitality mengamankan gelar juara sebagai king phoenix dilakukan upacara penyerahan trofi dan penghargaan momen kemenangan selebrasi penyerahan medali cincin tropi penganugerahan final mvp,"['drafting', 'match', 'pertandingan', 'ini', 'menyajikan', 'pertarungan', 'sengit', 'dengan', 'strategi', 'mendalam', 'dari', 'kedua', 'tim', 'game', 'game', 'game', 'game', 'game', 'interview', 'segmen', 'pendukung', 'di', 'selasela', 'pertandingan', 'terdapat', 'analisis', 'panelis', 'dan', 'segmen', 'hiburan', 'analisis', 'panelisprematch', 'interviewfun', 'match', 'carry', 'v', 'analisis', 'evaluasi', 'tengah', 'match', 'segmen', 'komunitas', 'penyerahan', 'medali', 'kemenangan', 'setelah', 'bigetron', 'vitality', 'mengamankan', 'gelar', 'juara', 'sebagai', 'king', 'phoenix', 'dilakukan', 'upacara', 'penyerahan', 'trofi', 'dan', 'penghargaan', 'momen', 'kemenangan', 'selebrasi', 'penyerahan', 'medali', 'cincin', 'tropi', 'penganugerahan', 'final', 'mvp']","['drafting', 'match', 'pertandingan', 'ini', 'menyajikan', 'pertarungan', 'sengit', 'dengan', 'strategi', 'mendalam', 'dari', 'kedua', 'tim', 'game', 'game', 'game', 'game', 'game', 'interview', 'segmen', 'pendukung', 'di', 'selasela', 'pertandingan', 'terdapat', 'analisis', 'panelis', 'dan', 'segmen', 'hiburan', 'analisis', 'panelisprematch', 'interviewfun', 'match', 'carry', 'v', 'analisis', 'evaluasi', 'tengah', 'match', 'segmen', 'komunitas', 'penyerahan', 'medali', 'kemenangan', 'setelah', 'bigetron', 'vitality', 'mengamankan', 'gelar', 'juara', 'sebagai', 'king', 'phoenix', 'dilakukan', 'upacara', 'penyerahan', 'trofi', 'dan', 'penghargaan', 'momen', 'kemenangan', 'selebrasi', 'penyerahan', 'medali', 'cincin', 'tropi', 'penganugerahan', 'final', 'mvp']",Non-Toxic
gokil hertod,gokil hertod,gokil hertod,"['gokil', 'hertod']","['gokil', 'hertod']",Non-Toxic
"Gilaaa emang lagi season nya BTR ini,,mantap mendominasi di mpl
Congrats BTR",Gilaaa emang lagi season nya BTR inimantap mendominasi di mpl Congrats BTR,gilaaa emang lagi season nya btr inimantap mendominasi di mpl congrats btr,"['gilaaa', 'emang', 'lagi', 'season', 'nya', 'btr', 'inimantap', 'mendominasi', 'di', 'mpl', 'congrats', 'btr']","['gilaaa', 'emang', 'lagi', 'season', 'nya', 'btr', 'inimantap', 'mendominasi', 'di', 'mpl', 'congrats', 'btr']",Non-Toxic
Kembalikan Skylar kami!!!,Kembalikan Skylar kami,kembalikan skylar kami,"['kembalikan', 'skylar', 'kami']","['kembalikan', 'skylar', 'kami']",Non-Toxic
"Izin BTR lengkap nih FFWS, PMPL, MWI, MPL, MDL, IKL juara semua aduh gini ya rasanya jadi fans tim yang bener bener esports juara semua🙏😁",Izin BTR lengkap nih FFWS PMPL MWI MPL MDL IKL juara semua aduh gini ya rasanya jadi fans tim yang bener bener esports juara semua,izin btr lengkap nih ffws pmpl mwi mpl mdl ikl juara semua aduh gini ya rasanya jadi fans tim yang bener bener esports juara semua,"['izin', 'btr', 'lengkap', 'nih', 'ffws', 'pmpl', 'mwi', 'mpl', 'mdl', 'ikl', 'juara', 'semua', 'aduh', 'gini', 'ya', 'rasanya', 'jadi', 'fans', 'tim', 'yang', 'bener', 'bener', 'esports', 'juara', 'semua']","['izin', 'btr', 'lengkap', 'nih', 'ffws', 'pmpl', 'mwi', 'mpl', 'mdl', 'ikl', 'juara', 'semua', 'aduh', 'gini', 'ya', 'rasanya', 'jadi', 'fans', 'tim', 'yang', 'bener', 'bener', 'esports', 'juara', 'semua']",Non-Toxic
"CONGRATS TO BTR - CHAMPIONS MPL ID S17  🎉 ❤️💛

SEE U IN PARIS !! BONJOUR 🗼🇫🇷
🐝💛💛🦔
#MSCxEWC #MWIxEWC 🔥🇮🇩",CONGRATS TO BTR CHAMPIONS MPL ID S SEE U IN PARIS BONJOUR,congrats to btr champions mpl id s see u in paris bonjour,"['congrats', 'to', 'btr', 'champions', 'mpl', 'id', 's', 'see', 'u', 'in', 'paris', 'bonjour']","['congrats', 'to', 'btr', 'champions', 'mpl', 'id', 's', 'see', 'u', 'in', 'paris', 'bonjour']",Non-Toxic
Efek Nnael is real 😅,Efek Nnael is real,efek nnael is real,"['efek', 'nnael', 'is', 'real']","['efek', 'nnael', 'is', 'real']",Non-Toxic
​ @LynnnGG323 Emng karena dia enggak sih orng dari tim nya yg perfom,Emng karena dia enggak sih orng dari tim nya yg perfom,emng karena dia enggak sih orng dari tim nya yg perfom,"['emng', 'karena', 'dia', 'enggak', 'sih', 'orng', 'dari', 'tim', 'nya', 'yg', 'perfom']","['emng', 'karena', 'dia', 'tidak', 'sih', 'orng', 'dari', 'tim', 'nya', 'yang', 'perfom']",Non-Toxic
cuma pubg yang kagak,cuma pubg yang kagak,cuma pubg yang kagak,"['cuma', 'pubg', 'yang', 'kagak']","['cuma', 'pubg', 'yang', 'kagak']",Non-Toxic
Skylar dan kelra sama² jago karena mereka membuktikan perestasi mereka masing²,Skylar dan kelra sama jago karena mereka membuktikan perestasi mereka masing,skylar dan kelra sama jago karena mereka membuktikan perestasi mereka masing,"['skylar', 'dan', 'kelra', 'sama', 'jago', 'karena', 'mereka', 'membuktikan', 'perestasi', 'mereka', 'masing']","['skylar', 'dan', 'kelra', 'sama', 'jago', 'karena', 'mereka', 'membuktikan', 'perestasi', 'mereka', 'masing']",Non-Toxic
"Jimatnya tu ya Si HERTOODD bg,, 😂",Jimatnya tu ya Si HERTOODD bg,jimatnya tu ya si hertoodd bg,"['jimatnya', 'tu', 'ya', 'si', 'hertoodd', 'bg']","['jimatnya', 'tu', 'ya', 'si', 'hertoodd', 'bg']",Non-Toxic
​ @rhmgamingid07xml 🏆🏆,,,[],[],Non-Toxic
"Gak,perlu kembalikan Skylar Onic udah bagus cuma mmg BTR SDH naik level",Gakperlu kembalikan Skylar Onic udah bagus cuma mmg BTR SDH naik level,gakperlu kembalikan skylar onic udah bagus cuma mmg btr sdh naik level,"['gakperlu', 'kembalikan', 'skylar', 'onic', 'udah', 'bagus', 'cuma', 'mmg', 'btr', 'sdh', 'naik', 'level']","['gakperlu', 'kembalikan', 'skylar', 'onic', 'udah', 'bagus', 'cuma', 'mmg', 'btr', 'sudah', 'naik', 'level']",Non-Toxic
Let's go btr,Lets go btr,lets go btr,"['lets', 'go', 'btr']","['lets', 'go', 'btr']",Non-Toxic
"jagoan kelra dari skylar, ini emg trio mid BTR aja yang udah improve ngalahin trio onic",jagoan kelra dari skylar ini emg trio mid BTR aja yang udah improve ngalahin trio onic,jagoan kelra dari skylar ini emg trio mid btr aja yang udah improve ngalahin trio onic,"['jagoan', 'kelra', 'dari', 'skylar', 'ini', 'emg', 'trio', 'mid', 'btr', 'aja', 'yang', 'udah', 'improve', 'ngalahin', 'trio', 'onic']","['jagoan', 'kelra', 'dari', 'skylar', 'ini', 'emg', 'trio', 'mid', 'btr', 'saja', 'yang', 'udah', 'improve', 'ngalahin', 'trio', 'onic']",Non-Toxic
Baru juara ya btr wkwkwkwk,Baru juara ya btr wkwkwkwk,baru juara ya btr wkwkwkwk,"['baru', 'juara', 'ya', 'btr', 'wkwkwkwk']","['baru', 'juara', 'ya', 'btr', 'wkwkwkwk']",Non-Toxic
Hertod effect itu nyata bung 🔥🔥🔥🔥,Hertod effect itu nyata bung,hertod effect itu nyata bung,"['hertod', 'effect', 'itu', 'nyata', 'bung']","['hertod', 'effect', 'itu', 'nyata', 'bung']",Non-Toxic
